user_id,w1_sessions,w2_sessions,engagement_velocity,total_sessions_30d,total_active_days_30d,consistency_rate,streak_to_days_ratio,sessions_per_active_day,session_gap_std,max_streak_30d,workout_density,duration_per_session,feature_adoption_score,workouts_logged,social_ratio,social_actions,milestone_rate,milestones_hit,routine_encoded,age,habit_score,churned_30d,retained_long_term,persona
19,4.0,2.0,-0.4,11,10,0.3333333333333333,0.18181818181818182,1.0,1.5811388300841898,2,0.3333333333333333,21.92,1.9810014688665833,4,0.5833333333333334,7,0.16666666666666666,1,0,31,0.42499999999999993,0,1,consistent_user
20,3.0,4.0,0.25,7,5,0.16666666666666666,0.16666666666666666,1.1666666666666667,0.816496580927726,1,0.375,25.29,2.0794415416798357,3,0.25,2,0.0,0,2,35,0.31875,1,0,consistent_user
21,6.0,2.0,-0.5714285714285714,18,15,0.5,0.25,1.125,1.439245834257849,4,0.631578947368421,20.64,2.1785324443240666,12,0.631578947368421,12,0.5,3,0,29,0.6210526315789473,0,1,consistent_user
22,2.0,1.0,-0.3333333333333333,3,3,0.1,0.25,0.75,0.0,1,0.5,9.31,1.6094379124341003,2,0.5,2,0.0,0,1,42,0.355,1,0,casual_user
23,0.0,3.0,3.0,7,7,0.23333333333333334,0.5,0.875,2.401388487243717,4,0.5,9.74,0.0,4,0.375,3,0.16666666666666666,1,5,49,0.26583333333333337,0,0,casual_user
24,4.0,2.0,-0.4,16,14,0.4666666666666667,0.2,1.0666666666666667,0.9128709291752769,3,0.5882352941176471,34.62,2.327277705584417,10,0.8823529411764706,15,0.16666666666666666,1,3,27,0.5586274509803921,0,1,power_user
25,4.0,3.0,-0.2,17,16,0.5333333333333333,0.35294117647058826,1.0,0.9611501047232549,6,0.7222222222222222,37.41,2.3513752571634776,13,0.8888888888888888,16,0.3333333333333333,2,2,42,0.6461111111111111,0,1,power_user
26,4.0,3.0,-0.2,17,13,0.43333333333333335,0.21428571428571427,1.2142857142857142,1.1934162828797101,3,0.5555555555555556,22.34,2.0149030205422647,10,0.4444444444444444,8,0.3333333333333333,2,5,52,0.53,0,1,consistent_user
27,2.0,0.0,-0.6666666666666666,5,5,0.16666666666666666,0.3333333333333333,0.8333333333333334,3.593976442141304,2,0.16666666666666666,11.36,1.7047480922384253,1,0.5,3,0.0,0,5,63,0.29166666666666663,0,0,casual_user
28,2.0,5.0,1.0,11,10,0.3333333333333333,0.18181818181818182,1.0,2.758824226207808,2,0.6666666666666666,25.08,2.1400661634962708,8,0.6666666666666666,8,0.16666666666666666,1,0,61,0.5166666666666666,0,1,consistent_user
29,0.0,2.0,2.0,2,1,0.03333333333333333,0.5,1.0,10.0,1,0.0,5.34,0.0,0,0.0,0,0.0,0,3,33,0.01,1,0,at_risk_user
30,1.0,4.0,1.5,12,11,0.36666666666666664,0.25,1.0,1.3374935098492586,3,0.23076923076923078,9.89,1.6094379124341003,3,0.7692307692307693,10,0.3333333333333333,2,0,53,0.46128205128205124,0,0,casual_user
31,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.5,5.03,1.3862943611198906,1,0.5,1,0.0,0,4,60,0.33499999999999996,1,0,at_risk_user
32,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.5,3.08,1.3862943611198906,1,0.0,0,0.0,0,5,48,0.28500000000000003,1,0,at_risk_user
33,2.0,2.0,0.0,4,4,0.13333333333333333,0.2,0.8,1.5275252316519465,1,0.2,10.72,1.791759469228055,1,0.6,3,0.0,0,0,24,0.3,1,0,casual_user
34,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.0,2.68,1.0986122886681098,0,0.0,0,0.0,0,1,30,0.16,1,0,at_risk_user
35,3.0,0.0,-0.75,10,9,0.3,0.2,1.0,3.3273756282434617,2,0.2727272727272727,9.35,1.2039728043259361,3,0.36363636363636365,4,0.16666666666666666,1,1,36,0.37787878787878787,0,0,casual_user
36,2.0,4.0,0.6666666666666666,11,11,0.36666666666666664,0.16666666666666666,0.9166666666666666,1.6193277068654826,2,0.25,22.4,1.791759469228055,3,0.5833333333333334,7,0.16666666666666666,1,0,38,0.4141666666666667,0,1,consistent_user
37,3.0,0.0,-0.75,4,3,0.1,0.25,1.0,3.5355339059327378,1,0.4,9.25,1.6094379124341003,2,0.2,1,0.0,0,3,20,0.30000000000000004,1,0,casual_user
38,7.0,5.0,-0.25,25,22,0.7333333333333333,0.2608695652173913,1.0869565217391304,0.5773502691896257,6,0.8076923076923077,34.64,2.316769727986002,21,0.9615384615384616,25,0.6666666666666666,4,1,23,0.8014102564102564,0,1,power_user
39,1.0,1.0,0.0,17,13,0.43333333333333335,0.42857142857142855,1.2142857142857142,2.1033883198882757,6,0.6666666666666666,20.32,2.0794415416798357,12,0.7222222222222222,13,0.3333333333333333,2,2,20,0.5855555555555555,0,1,consistent_user
40,3.0,4.0,0.25,16,14,0.4666666666666667,0.2,1.0666666666666667,1.9215378456610455,3,0.8235294117647058,35.61,2.3978952727983707,14,0.9411764705882353,16,0.6666666666666666,4,0,63,0.7233333333333333,0,1,power_user
41,0.0,1.0,1.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.3333333333333333,10.99,0.0,1,0.6666666666666666,2,0.0,0,5,39,0.16999999999999998,1,0,casual_user
42,6.0,3.0,-0.42857142857142855,15,10,0.3333333333333333,0.18181818181818182,1.3636363636363635,3.5355339059327378,2,0.5,21.04,1.8458266904983307,8,0.4375,7,0.16666666666666666,1,1,64,0.4520833333333333,0,1,consistent_user
43,2.0,3.0,0.3333333333333333,12,11,0.36666666666666664,0.25,1.0,2.057506581601462,3,0.6923076923076923,22.99,1.791759469228055,9,0.6153846153846154,8,0.3333333333333333,2,5,20,0.5612820512820512,0,1,consistent_user
44,6.0,3.0,-0.42857142857142855,18,16,0.5333333333333333,0.23529411764705882,1.0588235294117647,0.6324555320336759,4,0.631578947368421,34.65,2.4277482359480516,12,0.8947368421052632,17,0.3333333333333333,2,3,39,0.6240350877192982,0,1,power_user
45,0.0,3.0,3.0,6,6,0.2,0.2857142857142857,0.8571428571428571,3.7815340802378072,2,0.2857142857142857,7.85,0.0,2,0.5714285714285714,4,0.0,0,4,44,0.18857142857142856,0,0,casual_user
46,1.0,0.0,-0.5,6,6,0.2,0.14285714285714285,0.8571428571428571,3.768288736283355,1,0.2857142857142857,9.82,1.3862943611198906,2,0.5714285714285714,4,0.0,0,5,18,0.3385714285714285,0,0,casual_user
47,5.0,4.0,-0.16666666666666666,15,13,0.43333333333333335,0.2857142857142857,1.0714285714285714,1.4222261679238197,4,0.5625,21.22,1.8562979903656263,9,0.5625,9,0.3333333333333333,2,2,19,0.5435416666666667,0,1,consistent_user
48,6.0,4.0,-0.2857142857142857,18,15,0.5,0.25,1.125,1.6854255666327542,4,0.5263157894736842,21.06,2.03688192726104,10,0.8421052631578947,16,0.6666666666666666,4,3,42,0.6491228070175438,0,1,consistent_user
49,1.0,1.0,0.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,6.71,1.3862943611198906,0,0.0,0,0.0,0,4,55,0.16999999999999998,1,0,at_risk_user
50,1.0,1.0,0.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,13.25,1.0986122886681098,0,0.3333333333333333,1,0.0,0,2,31,0.2033333333333333,1,0,casual_user
51,0.0,1.0,1.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,5.09,0.0,0,0.3333333333333333,1,0.0,0,5,18,0.05333333333333333,1,0,at_risk_user
52,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,1,65,0.0,1,0,at_risk_user
53,2.0,1.0,-0.3333333333333333,3,3,0.1,0.5,0.75,3.5355339059327378,2,0.0,12.07,1.252762968495368,0,0.5,2,0.0,0,5,23,0.22999999999999998,1,0,casual_user
54,3.0,3.0,0.0,13,9,0.3,0.2,1.3,1.7677669529663689,2,0.21428571428571427,22.07,1.9459101490553132,3,0.8571428571428571,12,0.0,0,3,32,0.3792857142857143,0,1,consistent_user
55,2.0,1.0,-0.3333333333333333,4,4,0.13333333333333333,0.4,0.8,5.507570547286102,2,0.0,4.2,1.252762968495368,0,0.4,2,0.0,0,3,20,0.23,1,0,at_risk_user
56,0.0,3.0,3.0,9,9,0.3,0.3,0.9,1.8468119248354136,3,0.2,9.95,0.0,2,0.8,8,0.16666666666666666,1,1,39,0.25333333333333335,0,0,casual_user
57,1.0,1.0,0.0,5,5,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.3804761428476167,1,0.0,9.32,1.0986122886681098,0,0.3333333333333333,2,0.0,0,2,18,0.23333333333333334,0,0,casual_user
58,3.0,5.0,0.5,17,15,0.5,0.1875,1.0625,1.2688144505364485,3,0.5555555555555556,31.76,2.302585092994046,10,0.8333333333333334,15,0.5,3,1,32,0.6222222222222222,0,1,power_user
59,1.0,0.0,-0.5,5,5,0.16666666666666666,0.16666666666666666,0.8333333333333334,4.5,1,0.0,4.85,1.3862943611198906,0,0.5,3,0.0,0,0,49,0.25,0,0,at_risk_user
60,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.0,6.96,1.3862943611198906,0,0.0,0,0.0,0,3,54,0.16,1,0,casual_user
61,3.0,6.0,0.75,15,12,0.4,0.23076923076923078,1.1538461538461537,2.292279532375023,3,0.5,35.22,2.4277482359480516,8,0.8125,13,0.3333333333333333,2,2,61,0.5429166666666666,0,1,power_user
62,3.0,0.0,-0.75,11,10,0.3333333333333333,0.18181818181818182,1.0,3.100179206289712,2,0.5833333333333334,23.47,2.0794415416798357,7,0.6666666666666666,8,0.16666666666666666,1,0,33,0.49583333333333335,0,1,consistent_user
63,4.0,2.0,-0.4,7,7,0.23333333333333334,0.25,0.875,1.9407902170679516,2,0.375,21.28,1.9810014688665833,3,0.875,7,0.0,0,5,37,0.40125,1,0,consistent_user
64,1.0,5.0,2.0,13,11,0.36666666666666664,0.3333333333333333,1.0833333333333333,2.0575065816014617,4,0.35714285714285715,24.12,1.6094379124341003,5,0.5714285714285714,8,0.16666666666666666,1,3,44,0.4397619047619048,0,1,consistent_user
65,1.0,2.0,0.5,3,3,0.1,0.5,0.75,2.1213203435596424,2,0.25,7.53,1.0986122886681098,1,0.5,2,0.0,0,3,44,0.2925,1,0,at_risk_user
66,2.0,3.0,0.3333333333333333,5,4,0.13333333333333333,0.4,1.0,1.5275252316519465,2,0.0,10.46,1.0986122886681098,0,0.3333333333333333,2,0.0,0,0,32,0.22333333333333333,1,0,casual_user
67,4.0,6.0,0.4,16,16,0.5333333333333333,0.4117647058823529,0.9411764705882353,2.31352133173242,7,0.7058823529411765,33.95,2.3978952727983707,12,0.9411764705882353,16,0.6666666666666666,4,0,32,0.713921568627451,0,1,power_user
68,1.0,1.0,0.0,8,7,0.23333333333333334,0.25,1.0,2.588435821108957,2,0.0,9.89,1.0986122886681098,0,0.3333333333333333,3,0.0,0,3,51,0.2533333333333333,0,0,casual_user
69,1.0,1.0,0.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.3333333333333333,8.28,1.6094379124341003,1,0.0,0,0.0,0,1,43,0.2533333333333333,1,0,casual_user
70,2.0,1.0,-0.3333333333333333,6,6,0.2,0.2857142857142857,0.8571428571428571,3.96232255123179,2,0.42857142857142855,9.46,1.6094379124341003,3,0.42857142857142855,3,0.0,0,2,18,0.36,0,0,casual_user
71,4.0,2.0,-0.4,14,12,0.4,0.23076923076923078,1.0769230769230769,1.689540012709215,3,0.4,22.13,2.0476928433652555,6,0.8,12,0.3333333333333333,2,2,36,0.5166666666666667,0,1,consistent_user
72,0.0,1.0,1.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,5.03,0.0,0,0.0,0,0.0,0,1,47,0.02,0,0,at_risk_user
73,2.0,1.0,-0.3333333333333333,3,3,0.1,0.5,0.75,3.5355339059327378,2,0.25,11.18,1.5040773967762742,1,0.25,1,0.0,0,4,29,0.26749999999999996,1,0,casual_user
74,4.0,4.0,0.0,14,11,0.36666666666666664,0.16666666666666666,1.1666666666666667,1.8287822299126937,2,0.13333333333333333,21.42,1.791759469228055,2,0.7333333333333333,11,0.16666666666666666,1,2,18,0.39999999999999997,0,1,consistent_user
75,3.0,3.0,0.0,6,6,0.2,0.2857142857142857,0.8571428571428571,0.8366600265340756,2,0.2857142857142857,23.38,1.791759469228055,2,0.5714285714285714,4,0.0,0,2,33,0.3385714285714285,1,0,consistent_user
76,3.0,2.0,-0.25,6,6,0.2,0.2857142857142857,0.8571428571428571,1.3038404810405297,2,0.14285714285714285,21.9,2.1594842493533726,1,0.7142857142857143,5,0.0,0,3,31,0.31714285714285717,1,0,consistent_user
77,2.0,3.0,0.3333333333333333,12,10,0.3333333333333333,0.2727272727272727,1.0909090909090908,1.7320508075688772,3,0.3076923076923077,9.9,1.5040773967762742,4,0.46153846153846156,6,0.16666666666666666,1,0,55,0.4064102564102564,0,0,casual_user
78,2.0,2.0,0.0,4,4,0.13333333333333333,0.2,0.8,1.7320508075688772,1,0.4,12.24,1.6094379124341003,2,0.0,0,0.0,0,4,45,0.29000000000000004,1,0,casual_user
79,1.0,1.0,0.0,6,6,0.2,0.14285714285714285,0.8571428571428571,2.588435821108957,1,0.2857142857142857,8.53,1.0986122886681098,2,0.2857142857142857,2,0.0,0,5,34,0.31,0,0,casual_user
80,5.0,2.0,-0.5,12,11,0.36666666666666664,0.3333333333333333,1.0,2.5407785333546005,4,0.6923076923076923,32.45,2.341805806147327,9,0.8461538461538461,11,0.3333333333333333,2,5,64,0.5843589743589743,0,1,power_user
81,2.0,3.0,0.3333333333333333,6,6,0.2,0.2857142857142857,0.8571428571428571,1.0,2,0.42857142857142855,11.38,1.5040773967762742,3,0.7142857142857143,5,0.0,0,0,55,0.38857142857142857,1,0,casual_user
82,0.0,1.0,1.0,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.0,12.47,0.0,0,0.5,1,0.0,0,0,36,0.060000000000000005,1,0,casual_user
83,3.0,3.0,0.0,7,6,0.2,0.2857142857142857,1.0,2.280350850198276,2,0.125,10.78,1.3862943611198906,1,0.5,4,0.0,0,5,42,0.29125,1,0,casual_user
84,1.0,0.0,-0.5,3,2,0.06666666666666667,0.3333333333333333,1.0,10.0,1,0.0,3.62,1.0986122886681098,0,0.0,0,0.0,0,1,19,0.16999999999999998,1,0,at_risk_user
85,8.0,5.0,-0.3333333333333333,22,17,0.5666666666666667,0.2777777777777778,1.2222222222222223,1.2230426539304888,5,0.7391304347826086,34.72,2.3632097148104805,17,0.9130434782608695,21,0.3333333333333333,2,0,43,0.6627536231884058,0,1,power_user
86,4.0,1.0,-0.6,13,10,0.3333333333333333,0.18181818181818182,1.1818181818181819,2.5,2,0.21428571428571427,22.4,2.0149030205422647,3,0.5,7,0.16666666666666666,1,3,37,0.38690476190476186,0,1,consistent_user
87,2.0,1.0,-0.3333333333333333,7,7,0.23333333333333334,0.25,0.875,3.386246693120078,2,0.375,10.01,1.0986122886681098,3,0.5,4,0.0,0,2,51,0.36375,0,0,casual_user
88,0.0,3.0,3.0,7,7,0.23333333333333334,0.25,0.875,2.5298221281347035,2,0.0,8.84,0.0,0,0.375,3,0.0,0,4,48,0.1075,0,0,casual_user
89,2.0,6.0,1.3333333333333333,17,15,0.5,0.1875,1.0625,1.8171950369175573,3,0.7222222222222222,34.05,2.4849066497880004,13,0.9444444444444444,17,0.5,3,4,64,0.675,0,1,power_user
90,0.0,1.0,1.0,5,5,0.16666666666666666,0.3333333333333333,0.8333333333333334,2.581988897471611,2,0.3333333333333333,10.75,0.0,2,0.3333333333333333,2,0.0,0,0,33,0.16666666666666666,0,0,casual_user
91,6.0,3.0,-0.42857142857142855,19,16,0.5333333333333333,0.23529411764705882,1.1176470588235294,0.9411239481143203,4,0.4,20.98,2.0583881324820035,8,0.65,13,0.3333333333333333,2,2,49,0.5416666666666666,0,1,consistent_user
92,4.0,1.0,-0.6,5,4,0.13333333333333333,0.4,1.0,2.0,2,0.16666666666666666,9.99,1.7047480922384253,1,0.5,3,0.0,0,3,65,0.2816666666666666,1,0,casual_user
93,2.0,0.0,-0.6666666666666666,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,8.93,1.0986122886681098,0,0.3333333333333333,1,0.0,0,3,39,0.2033333333333333,1,0,casual_user
94,2.0,2.0,0.0,13,10,0.3333333333333333,0.45454545454545453,1.1818181818181819,2.4209731743889917,5,0.5714285714285714,22.16,1.8718021769015913,8,0.5714285714285714,8,0.3333333333333333,2,2,42,0.5166666666666666,0,1,consistent_user
95,4.0,2.0,-0.4,13,9,0.3,0.3,1.3,1.5059406173077154,3,0.35714285714285715,21.84,1.9095425048844386,5,0.6428571428571429,9,0.3333333333333333,2,3,43,0.4602380952380952,0,1,consistent_user
96,2.0,0.0,-0.6666666666666666,3,3,0.1,0.25,0.75,4.949747468305833,1,0.25,24.07,1.791759469228055,1,0.5,2,0.0,0,3,49,0.2925,1,0,consistent_user
97,0.0,2.0,2.0,5,3,0.1,0.25,1.25,1.4142135623730951,1,0.0,8.54,0.0,0,0.6666666666666666,4,0.0,0,3,40,0.09666666666666666,1,0,casual_user
98,2.0,1.0,-0.3333333333333333,4,4,0.13333333333333333,0.2,0.8,4.725815626252609,1,0.2,9.35,1.7047480922384253,1,0.6,3,0.0,0,4,43,0.3,1,0,casual_user
99,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,3,65,0.0,1,0,at_risk_user
100,4.0,2.0,-0.4,9,7,0.23333333333333334,0.25,1.125,2.5625508125043424,2,0.4,11.6,1.749199854809259,4,0.5,5,0.0,0,3,36,0.37,0,0,casual_user
101,1.0,2.0,0.5,6,6,0.2,0.14285714285714285,0.8571428571428571,1.0,1,0.14285714285714285,12.18,1.0986122886681098,1,0.7142857142857143,5,0.0,0,4,25,0.31714285714285717,0,0,casual_user
102,2.0,1.0,-0.3333333333333333,9,8,0.26666666666666666,0.2222222222222222,1.0,1.5735915849388864,2,0.6,22.56,2.0794415416798357,6,0.7,7,0.0,0,5,35,0.44999999999999996,0,1,consistent_user
103,1.0,1.0,0.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.3333333333333333,6.32,1.0986122886681098,1,0.3333333333333333,1,0.0,0,0,36,0.2866666666666666,1,0,at_risk_user
104,3.0,3.0,0.0,8,8,0.26666666666666666,0.3333333333333333,0.8888888888888888,5.131601439446884,3,0.4444444444444444,10.24,1.2992829841302609,4,0.5555555555555556,5,0.16666666666666666,1,3,49,0.43000000000000005,0,0,casual_user
105,1.0,2.0,0.5,5,5,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.707825127659933,1,0.3333333333333333,9.71,1.3862943611198906,2,0.3333333333333333,2,0.0,0,1,39,0.31666666666666665,0,0,casual_user
106,1.0,1.0,0.0,4,4,0.13333333333333333,0.2,0.8,5.131601439446884,1,0.4,10.22,1.791759469228055,2,0.4,2,0.0,0,2,21,0.33,0,0,casual_user
107,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.0,3.84,1.0986122886681098,0,0.0,0,0.0,0,1,38,0.16,1,0,at_risk_user
108,4.0,0.0,-0.8,4,4,0.13333333333333333,0.4,0.8,0.5773502691896257,2,0.2,4.47,1.3217558399823195,1,0.2,1,0.0,0,2,33,0.26,0,0,at_risk_user
109,6.0,3.0,-0.42857142857142855,17,14,0.4666666666666667,0.2,1.1333333333333333,1.3445044840729643,3,0.6666666666666666,22.49,1.7047480922384253,12,0.8333333333333334,15,0.5,3,0,62,0.64,0,1,consistent_user
110,4.0,2.0,-0.4,12,11,0.36666666666666664,0.16666666666666666,1.0,1.3374935098492586,2,0.6153846153846154,21.13,1.791759469228055,8,0.7692307692307693,10,0.0,0,4,37,0.49076923076923074,0,1,consistent_user
111,3.0,6.0,0.75,16,13,0.43333333333333335,0.35714285714285715,1.1428571428571428,1.4433756729740643,5,0.47058823529411764,22.95,1.8971199848858813,8,0.9411764705882353,16,0.3333333333333333,2,2,18,0.5584313725490196,0,1,consistent_user
112,4.0,5.0,0.2,15,13,0.43333333333333335,0.21428571428571427,1.0714285714285714,1.6143297699232972,3,0.375,20.93,2.0149030205422647,6,0.75,12,0.3333333333333333,2,5,27,0.5154166666666666,0,1,consistent_user
113,1.0,2.0,0.5,9,8,0.26666666666666666,0.2222222222222222,1.0,2.7516228977511745,2,0.3,12.45,1.791759469228055,3,0.4,4,0.0,0,2,51,0.345,0,0,casual_user
114,3.0,5.0,0.5,15,11,0.36666666666666664,0.25,1.25,1.0327955589886444,3,0.375,21.81,1.791759469228055,6,0.6875,11,0.3333333333333333,2,3,46,0.48916666666666664,0,1,consistent_user
115,1.0,3.0,1.0,8,7,0.23333333333333334,0.25,1.0,2.5298221281347035,2,0.2222222222222222,10.09,1.6094379124341003,2,0.4444444444444444,4,0.0,0,1,38,0.31999999999999995,0,0,casual_user
116,3.0,5.0,0.5,11,8,0.26666666666666666,0.2222222222222222,1.2222222222222223,4.353433237386437,2,0.5833333333333334,21.31,2.03688192726104,7,0.5833333333333334,7,0.16666666666666666,1,0,29,0.4675,0,1,consistent_user
117,1.0,0.0,-0.5,4,4,0.13333333333333333,0.4,0.8,4.041451884327381,2,0.4,10.11,1.3862943611198906,2,0.2,1,0.0,0,3,24,0.31000000000000005,0,0,casual_user
118,2.0,2.0,0.0,4,4,0.13333333333333333,0.2,0.8,2.0816659994661326,1,0.4,10.84,1.3862943611198906,2,0.4,2,0.0,0,5,25,0.33,1,0,casual_user
119,3.0,3.0,0.0,10,9,0.3,0.2,1.0,3.070597894314954,2,0.2727272727272727,10.43,1.6739764335716716,3,0.5454545454545454,6,0.16666666666666666,1,0,31,0.396060606060606,0,0,casual_user
120,1.0,4.0,1.5,12,10,0.3333333333333333,0.2727272727272727,1.0909090909090908,2.758824226207808,3,0.15384615384615385,10.33,1.6094379124341003,2,0.3076923076923077,4,0.3333333333333333,2,1,44,0.38589743589743586,0,0,casual_user
121,1.0,1.0,0.0,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,10.0,1,0.0,3.13,0.6931471805599453,0,0.0,0,0.0,0,3,35,0.1239720770839918,1,0,at_risk_user
122,3.0,2.0,-0.25,12,11,0.36666666666666664,0.25,1.0,2.378141197564929,3,0.38461538461538464,21.05,1.7346010553881064,5,0.8461538461538461,11,0.3333333333333333,2,5,39,0.5074358974358975,0,1,consistent_user
123,2.0,3.0,0.3333333333333333,10,9,0.3,0.2,1.0,1.5118578920369088,2,0.09090909090909091,9.98,1.7047480922384253,1,0.5454545454545454,6,0.16666666666666666,1,4,49,0.3506060606060606,0,0,casual_user
124,4.0,3.0,-0.2,14,11,0.36666666666666664,0.3333333333333333,1.1666666666666667,2.270584848790187,4,0.4,10.15,1.5040773967762742,6,0.5333333333333333,8,0.16666666666666666,1,4,62,0.44666666666666666,0,0,casual_user
125,5.0,2.0,-0.5,10,9,0.3,0.3,1.0,2.5071326821120348,3,0.2727272727272727,22.88,1.9740810260220096,3,0.7272727272727273,8,0.3333333333333333,2,4,21,0.4475757575757576,0,1,consistent_user
126,1.0,0.0,-0.5,1,1,0.03333333333333333,0.5,0.5,10.0,1,0.5,7.88,1.3862943611198906,1,0.0,0,0.0,0,4,25,0.28500000000000003,1,0,at_risk_user
127,1.0,2.0,0.5,3,3,0.1,0.5,0.75,2.8284271247461903,2,0.0,25.04,1.6094379124341003,0,0.25,1,0.0,0,0,56,0.205,1,0,consistent_user
